recombinant_node,recombinant_lineage,rivet_bp1_interval,rivet_bp2_interval,rivet_3seq_p,informative_sites_count,rhizaeon_detected,rhizaeon_num_bps,rhizaeon_bps,rhizaeon_concordant,rhizaeon_min_dist_to_interval,rhizaeon_runtime_ms,three_seq_detected,three_seq_p,three_seq_runtime_ms
node_1033849,BA.1.1,"(28485,28492)","(29903,29903)",0.2,6,False,0,,False,inf,2.3759170000001717,False,1.0,41.477458000000134
node_10606,B.1,"(6040,15279)","(23063,23604)",0.032967,14,False,0,,False,inf,3.711292000000199,False,1.0,447.76016699999934
node_1112783,BA.1.1,"(14940,19879)","(29903,29903)",0.142857,7,False,0,,False,inf,3.1756670000002707,False,1.0,42.274833000000015
node_1128120,B.1.1,"(26951,28854)","(29903,29903)",0.00490196,18,False,0,,False,inf,4.79270800000009,True,0.00163398718,428.7196250000003
node_1130233,P.1,"(26735,28877)","(29903,29903)",0.00793651,28,False,0,,False,inf,5.2189169999996565,True,0.001221001265,41.26879100000025
node_1134243,P.1,"(21974,22211)","(23525,25088)",0.0384615,13,False,0,,False,inf,4.353708000000012,False,1.0,39.71120799999994
node_1136137,P.1,"(22132,23012)","(29903,29903)",0.114286,7,False,0,,False,inf,3.2401670000004046,False,1.0,33.37879099999963
node_1136710,P.1.1,"(3828,12778)","(28048,28111)",0.0333333,10,False,0,,False,inf,3.7234169999997846,False,1.0,37.5597919999997
node_1137393,P.1,"(22812,22917)","(29903,29903)",0.00459652,31,False,0,,False,inf,6.010500000000363,True,0.000888700713,44.19745800000019
node_1138222,P.1,"(592,4988)","(17352,21614)",0.0714286,8,False,0,,False,inf,3.679333000000007,False,1.0,39.785417000000045
node_1138902,B.1.1,"(22812,22917)","(24642,25088)",0.0108696,24,False,0,,False,inf,5.819917000000174,False,1.0,55.64283400000036
node_1140817,B.1.1,"(27925,28869)","(29903,29903)",0.00699301,13,False,0,,False,inf,3.9881660000000707,True,0.004662005231,42.15845800000029
node_1140833,B.1.1,"(16500,22992)","(23271,28879)",0.0454545,12,False,0,,False,inf,2.6630420000000044,False,1.0,43.820334000000294
node_1140834,B.1.1,"(23271,23604)","(24506,25517)",0.0220588,17,False,0,,False,inf,3.6810000000002674,False,1.0,41.01933400000046
node_1141250,B.1.1,"(13860,21614)","(21638,21974)",0.025,16,False,0,,False,inf,4.22195800000047,False,1.0,37.85412499999996
node_1141297,B.1.1.528,"(10456,28877)","(29903,29903)",0.0476191,9,False,0,,False,inf,3.268124999999955,False,1.0,39.79833299999935
node_1141942,B.1,"(16466,23063)","(23709,24914)",0.113553,15,False,0,,False,inf,4.606083999999733,False,1.0,41.99666600000018
node_11420,B.1.177.16,"(9203,15240)","(29903,29903)",0.010989,14,False,0,,False,inf,3.1173330000004995,False,1.0,437.8272500000007
node_1142720,B.1.617.2,"(10029,11332)","(19220,25352)",0.0333333,10,False,0,,False,inf,3.6473749999998972,False,1.0,38.57383300000006
node_1144251,AY.122,"(4891,7483)","(29903,29903)",0.0242424,11,False,0,,False,inf,4.630042000000056,False,1.0,48.06083300000008
node_1145616,AY.122,"(20937,22035)","(29903,29903)",0.00210084,17,True,1,21484,True,0.0,9.213792000000165,True,0.000969618734,46.51087500000006
node_1147788,AY.122,"(241,361)","(18657,29742)",0.0181818,12,False,0,,False,inf,3.8743750000000965,False,1.0,44.29133299999988
node_1150651,AY.122,"(18816,25169)","(29903,29903)",0.0833333,9,False,0,,False,inf,3.423957999999949,False,1.0,38.164167000000134
node_1150652,AY.122,"(18816,20937)","(29903,29903)",0.00407925,13,True,1,19772,True,0.0,6.180540999999984,True,0.004079254344,38.627207999999854
node_1150704,AY.122,"(27527,28562)","(29903,29903)",0.032967,14,False,0,,False,inf,5.365749999999725,False,1.0,38.71149999999979
node_1151047,AY.122,"(18747,19838)","(29903,29903)",0.0333333,10,True,1,19291,True,0.0,6.659207999999861,False,1.0,44.84233300000007
node_1152178,AY.122,"(19911,28001)","(29903,29903)",0.0285714,15,False,0,,False,inf,4.322709000000202,False,1.0,39.44379100000006
node_1152979,AY.122,"(5392,7252)","(18423,19245)",0.00714456,21,False,0,,False,inf,6.731625000000019,False,0.007144558709,39.21445800000001
node_1160065,AY.122,"(4113,14371)","(29903,29903)",0.0238095,10,False,0,,False,inf,3.537584000000038,False,1.0,34.09949999999995
node_1160287,AY.122,"(1438,5608)","(29903,29903)",0.010989,14,False,0,,False,inf,3.98625000000008,False,1.0,36.42704200000013
node_1161443,AY.122,"(241,1824)","(24857,29742)",0.00714286,16,False,0,,False,inf,6.651082999999947,False,0.007142857648,41.81020799999979
node_1162086,AY.122,"(241,1181)","(18969,27527)",0.00757576,12,False,0,,False,inf,3.427083000000053,False,0.007575758267,45.67316699999991
node_1164687,AY.122,"(23191,24904)","(25904,26107)",0.0285714,15,False,0,,False,inf,5.226000000000397,False,1.0,47.98958300000011
node_1164735,AY.122,"(4456,18877)","(21627,26895)",0.142857,7,False,0,,False,inf,3.3565829999999686,False,1.0,35.43375000000015
node_1164801,AY.122,"(16726,19859)","(22021,23557)",0.0384615,13,False,0,,False,inf,5.89512499999989,False,1.0,44.82258299999975
node_1166907,AY.122,"(25352,27527)","(29903,29903)",0.0157895,20,False,0,,False,inf,4.6234999999996695,True,0.003508772235,36.263458000000085
node_116739,B.1.1.7,"(16176,21621)","(22132,22812)",0.00714286,16,False,0,,False,inf,3.4995410000000504,False,0.007142857648,37.37799999999947
node_116743,B.1.1.7,"(22132,23271)","(29903,29903)",0.0833333,9,False,0,,False,inf,3.4467090000003253,False,1.0,39.661291999999904
node_1167749,B.1.617.2,"(12747,15243)","(29903,29903)",0.0333333,10,False,0,,False,inf,5.520791999999997,False,1.0,45.246999999999815
node_1177521,AY.44,"(16726,26107)","(29903,29903)",0.00499501,14,False,0,,False,inf,4.354583000000023,True,0.002997003496,45.78254199999998
node_1178270,AY.44,"(16239,28028)","(29903,29903)",0.107143,8,False,0,,False,inf,3.2061250000001706,False,1.0,36.973875000000156
node_1179919,AY.44,"(27425,27638)","(29903,29903)",0.107143,8,False,0,,False,inf,3.0861250000002727,False,1.0,40.698458000000045
node_1184603,AY.44,"(22227,25096)","(28236,28916)",5.20483e-06,34,True,1,24537,True,0.0,10.656416000000224,True,5.204833e-06,44.695166999999984
node_1186121,AY.44,"(21123,27014)","(29903,29903)",4.42282e-05,21,False,0,,False,inf,4.4242500000000184,True,3.4021712e-05,47.035417000000024
node_1187149,AY.44,"(17122,27985)","(29903,29903)",0.00499501,14,False,0,,False,inf,3.4613749999996557,True,0.002997003496,42.69208400000002
node_1187587,AY.44,"(9274,14014)","(29903,29903)",7.64816e-06,24,True,1,11230,True,0.0,9.042416999999858,True,5.608652e-06,43.98412499999971
node_1187601,AY.44,"(7926,10260)","(29903,29903)",0.000969619,17,True,1,8577,True,0.0,9.180374999999685,True,0.000969618734,36.66849999999977
node_1188334,AY.44,"(11572,28073)","(29903,29903)",0.142857,7,False,0,,False,inf,2.5616249999997898,False,1.0,38.65670900000006
node_1205129,AY.44,"(6040,6638)","(29903,29903)",0.00173913,25,True,1,6338,True,0.0,9.421249999999937,True,0.001739130588,42.79937499999997
node_1212162,AY.44,"(23403,27638)","(29903,29903)",0.0454545,12,True,1,25480,True,0.0,6.361167000000112,False,1.0,37.7894160000003
node_1219267,AY.44,"(7926,11117)","(29903,29903)",0.000969619,17,True,2,8577;9980,True,0.0,11.542166999999992,True,0.000969618734,45.4294169999998
node_1219515,AY.44,"(1900,2147)","(17236,18657)",0.001998,15,True,1,17945,False,15798.0,7.350917000000123,True,0.001998002175,44.22958399999999
node_1219520,AY.44,"(17236,23551)","(29903,29903)",0.0013986,15,False,0,,False,inf,3.9388339999999467,True,0.001243201434,42.394541000000174
node_1220936,B.1.617.2,"(7124,8986)","(19220,27874)",0.0396825,9,False,0,,False,inf,3.2878329999999067,False,1.0,47.93983300000004
node_1220950,B.1.617.2,"(7124,8986)","(25352,27345)",7.56046e-05,25,True,1,8357,True,0.0,9.660832999999869,True,7.5604628e-05,38.20566700000016
node_1247071,AY.103,"(6310,11335)","(25565,28895)",0.114286,7,False,0,,False,inf,2.901208000000377,False,1.0,40.601042000000035
node_1247081,AY.103,"(9678,10029)","(29903,29903)",3.92966e-06,30,True,1,9852,True,0.0,10.799834000000175,True,3.92966e-06,42.25370799999961
node_1247089,AY.103,"(2523,17236)","(27739,27874)",0.0476191,9,False,0,,False,inf,3.58362500000009,False,1.0,33.86770799999983
node_1247092,AY.103,"(24208,25572)","(29903,29903)",0.000806452,32,True,1,24888,True,0.0,11.751166999999896,True,0.000139043404,34.73579199999932
node_1247570,AY.103,"(18486,19645)","(22323,26756)",0.0666667,10,False,0,,False,inf,4.387209000000336,False,1.0,39.15266700000019
node_1248875,AY.103,"(23604,25702)","(29903,29903)",0.012987,22,True,1,24416,True,0.0,7.928917000000091,True,0.002597402781,40.07966699999965
node_1248877,AY.103,"(6652,8986)","(17236,23086)",0.0850966,29,False,0,,False,inf,6.425833000000658,False,1.0,36.448707999999996
node_1263312,AY.103,"(14448,21639)","(29903,29903)",0.0833333,9,False,0,,False,inf,3.38137500000002,False,1.0,45.942791999999955
node_1267954,AY.103,"(17236,24208)","(29903,29903)",0.0833333,9,False,0,,False,inf,3.1224579999999946,False,1.0,44.924916999999894
node_1291795,AY.20,"(10712,19050)","(29903,29903)",0.00137363,16,False,0,,False,inf,3.8536250000000827,True,0.001373626525,39.82220799999992
node_1293482,AY.20,"(18395,21618)","(29903,29903)",0.0333333,10,True,1,19980,True,0.0,6.071667000000058,False,1.0,42.29054100000029
node_1294530,AY.20,"(24872,25132)","(29903,29903)",0.0384615,13,True,1,25000,True,0.0,7.302917000000075,False,1.0,36.831792000000085
node_1295862,AY.20,"(1912,2061)","(29903,29903)",0.010989,14,False,0,,False,inf,3.0125829999998466,False,1.0,45.069959000000104
node_1295872,AY.20,"(174,1741)","(24872,27556)",0.0333333,10,False,0,,False,inf,3.5630410000000445,False,1.0,37.294457999999864
node_1317252,AY.25,"(21897,24904)","(29903,29903)",0.00499501,14,True,2,24316;22438,True,0.0,7.86566699999991,True,0.002997003496,43.619832999999716
node_131800,B.1.1.7,"(17259,21621)","(22132,23709)",0.00793651,28,False,0,,False,inf,5.866791999999954,False,0.007936508395,41.73083299999991
node_1329848,AY.25.1,"(21851,24374)","(27855,29422)",0.000377074,18,True,1,23551,True,0.0,9.475375000000064,True,0.000377073942,34.962124999999844
node_1351616,AY.43,"(6990,7945)","(11152,12651)",0.0175439,19,False,0,,False,inf,6.711917000000067,False,1.0,42.73883300000003
node_1352029,AY.43,"(19955,21618)","(29903,29903)",0.0714286,8,False,0,,False,inf,3.7649159999997295,False,1.0,36.868334000000225
node_1370747,AY.43,"(11332,12525)","(27645,27752)",0.000874126,16,False,0,,False,inf,5.119249999999909,True,0.000874125923,39.50716599999993
node_1372967,AY.106,"(8501,8668)","(10471,12525)",0.0396825,9,False,0,,False,inf,3.213790999999855,False,1.0,41.89383300000004
node_1373022,AY.106,"(26022,27527)","(29903,29903)",0.00225861,23,True,1,26625,True,0.0,7.926250000000135,True,0.000564652844,35.11616599999989
node_1384385,AY.100,"(1473,3456)","(15216,24130)",0.0666667,10,False,0,,False,inf,2.7693330000002625,False,1.0,39.05029099999968
node_1391790,AY.99.2,"(16466,18060)","(29903,29903)",0.179798,12,False,0,,False,inf,5.107790999999917,False,1.0,42.98091699999995
node_1409493,B.1.617.2,"(1059,1666)","(26936,27527)",0.0333333,10,False,0,,False,inf,4.150249999999911,False,1.0,45.81262499999994
node_1415302,AY.124,"(12412,13033)","(13971,15237)",0.0157895,20,False,0,,False,inf,6.088708000000054,False,1.0,43.17199999999977
node_1417635,AY.42,"(26289,27739)","(29543,29772)",0.000560224,36,False,0,,False,inf,5.083458000000096,True,0.000560224173,47.07391700000052
node_1423363,B.1.617.2,"(22225,27527)","(29903,29903)",0.2,6,False,0,,False,inf,2.9377079999997058,False,1.0,38.798583000000164
node_1442209,AY.119,"(12756,18115)","(29903,29903)",0.00699301,13,True,1,15480,True,0.0,7.272667000000066,False,0.006993007846,44.23437500000027
node_1449929,B.1.617.2,"(25513,27549)","(29903,29903)",0.0285714,15,False,0,,False,inf,4.292583999999877,False,1.0,39.663000000000004
node_1453667,AY.3,"(19746,28826)","(29903,29903)",0.114286,7,False,0,,False,inf,2.902749999999621,False,1.0,46.39637500000005
node_1455982,AY.3,"(26021,26681)","(29903,29903)",3.55841e-07,41,True,1,26350,True,0.0,10.179083000000144,True,9.4193e-08,37.89312500000008
node_1459020,AY.3,"(10829,11665)","(21536,22624)",0.0476191,9,False,0,,False,inf,3.018332999999984,False,1.0,41.78129200000002
node_1459601,AY.3,"(18693,21618)","(27752,28916)",0.142857,7,False,0,,False,inf,3.654833000000135,False,1.0,37.86283300000015
node_1478464,AY.3,"(9891,10029)","(27516,28916)",0.0181818,12,False,0,,False,inf,3.2554999999998557,False,1.0,44.99808299999985
node_1501954,AY.39,"(3686,17236)","(27604,28881)",0.0476191,9,False,0,,False,inf,3.4393340000002937,False,1.0,48.54545799999998
node_1502676,B.1.617.2,"(11514,14030)","(29903,29903)",0.0714286,8,False,0,,False,inf,4.002625000000037,False,1.0,37.949790999999955
node_1502716,B.1.617.2,"(19220,27657)","(29903,29903)",0.012987,22,False,0,,False,inf,3.6551250000003144,True,0.002597402781,40.07024999999986
node_1502720,B.1.617.2,"(16049,24700)","(29903,29903)",0.0714286,8,False,0,,False,inf,2.4620420000003307,False,1.0,42.356917000000216
node_1502802,B.1.617.2,"(11418,12778)","(29903,29903)",5.58811e-07,28,True,1,11948,True,0.0,9.738459000000255,True,4.27326e-07,47.008582999999774
node_151123,B.1.1.7,"(28095,28280)","(29903,29903)",0.00070028,18,False,0,,False,inf,4.682750000000624,True,0.000377073971,35.46958300000025
node_151128,B.1.1.7,"(26250,28280)","(29903,29903)",0.0476191,9,False,0,,False,inf,2.345125000000614,False,1.0,35.71504100000045
node_1515202,AY.4,"(5183,7488)","(29903,29903)",0.0714286,8,False,0,,False,inf,3.5704579999999986,False,1.0,41.61845799999986
node_1518101,AY.4,"(17391,21516)","(26527,27741)",0.0113636,16,False,0,,False,inf,4.580750000000133,False,1.0,38.45950000000009
node_151894,B.1.1.7,"(241,878)","(25135,28881)",0.0238095,10,False,0,,False,inf,3.993125000000042,False,1.0,40.62749999999937
node_1521441,AY.4.7,"(26416,28291)","(29903,29903)",0.0181818,12,False,0,,False,inf,3.6588340000003328,False,1.0,47.50958400000016
node_1525209,AY.4,"(14322,20930)","(25003,28242)",0.0666667,10,False,0,,False,inf,4.794957999999738,False,1.0,40.891750000000116
node_1537598,AY.4,"(8299,11620)","(29903,29903)",0.002331,14,True,1,10924,True,0.0,7.986625000000025,True,0.002331002383,36.00791599999997
node_1540387,AY.4.5,"(5869,7252)","(23943,27493)",0.0130899,17,False,0,,False,inf,5.50308399999988,False,1.0,43.91612499999997
node_1545693,AY.4,"(21342,24583)","(29903,29903)",0.0454545,12,True,1,22035,True,0.0,7.641416999999873,False,1.0,41.13608300000004
node_1586124,AY.4.2.2,"(4237,8299)","(29903,29903)",0.00714286,16,True,1,6230,True,0.0,7.970916000000106,False,0.007142857648,43.61758300000007
node_1598848,AY.4.2,"(22227,25549)","(29903,29903)",0.0181818,12,True,1,24764,True,0.0,7.591500000000195,False,1.0,39.34620799999999
node_1598849,AY.4.2,"(8208,15192)","(29903,29903)",0.0333333,10,False,0,,False,inf,3.695959000000304,False,1.0,37.705499999999944
node_1613496,AY.4,"(9802,10870)","(29903,29903)",0.0013986,15,True,1,10334,True,0.0,7.015500000000063,True,0.001398601686,43.41245899999979
node_1624092,AY.4,"(19374,22713)","(29903,29903)",0.00499501,14,True,1,20051,True,0.0,8.071375000000103,True,0.002997003496,44.06900000000036
node_1624204,AY.4,"(11365,12718)","(17040,27566)",0.0545455,11,False,0,,False,inf,3.7245830000003366,False,1.0,44.54374999999988
node_1651022,AY.4,"(3809,4237)","(26151,26586)",0.00197628,24,False,0,,False,inf,5.6777079999998925,True,0.001976284897,41.249000000000095
node_1655486,AY.4,"(3784,6473)","(29903,29903)",0.0396825,9,False,0,,False,inf,3.5392080000002935,False,1.0,39.90270800000006
node_1659376,AY.4,"(4237,4420)","(9165,13210)",0.114286,7,False,0,,False,inf,3.690082999999955,False,1.0,42.05012500000027
node_1660559,AY.4,"(1758,4444)","(6573,7851)",0.0142857,21,False,0,,False,inf,7.38525000000001,False,1.0,41.20354199999987
node_1669586,AY.4,"(15952,18585)","(29903,29903)",0.0476191,9,False,0,,False,inf,3.946500000000075,False,1.0,45.21350000000002
node_1680144,AY.5,"(15237,23718)","(29903,29903)",0.002331,14,False,0,,False,inf,3.445667000000263,True,0.002331002383,41.99716699999989
node_1686277,AY.120,"(7851,21714)","(29903,29903)",0.0333333,10,False,0,,False,inf,3.6357080000000153,False,1.0,48.15775000000011
node_1690305,B.1.617.2,"(5512,7851)","(20663,28086)",0.0238095,10,False,0,,False,inf,4.639875000000071,False,1.0,42.016917000000205
node_1692065,B.1.617.2,"(5584,6402)","(29903,29903)",0.00499501,14,True,1,5992,True,0.0,6.105458000000397,True,0.004995005671,36.37091700000017
node_1692096,B.1.617.2,"(241,8986)","(22995,25469)",0.0242424,11,False,0,,False,inf,3.358500000000042,False,1.0,44.62849999999996
node_1692332,B.1.617.2,"(9053,11201)","(22227,27874)",0.0396825,9,False,0,,False,inf,3.855000000000164,False,1.0,43.6995419999997
node_1692650,B.1.617.2,"(8986,11201)","(22917,27874)",0.142857,7,False,0,,False,inf,5.0298749999999615,False,1.0,35.83650000000027
node_1692759,B.1.617.2,"(11201,11332)","(29903,29903)",0.18254,10,False,0,,False,inf,4.545500000000757,False,1.0,43.907499999999544
node_1692840,AY.47,"(5164,6402)","(11332,13019)",0.0666667,10,False,0,,False,inf,4.511167000000427,False,1.0,36.71562500000025
node_1692881,AY.47,"(7124,8986)","(29903,29903)",4.05392e-06,27,True,1,8357,True,0.0,9.168582999999675,True,4.053918e-06,41.840667000000224
node_1696312,AY.47,"(5584,6402)","(19220,27874)",0.0181818,12,False,0,,False,inf,3.1997500000002788,False,1.0,47.342791999999804
node_1705071,AY.9.2,"(4181,5184)","(29903,29903)",0.000437685,39,True,1,4681,True,0.0,10.9876670000002,True,0.000437684677,42.46420799999973
node_1710258,AY.26,"(27345,27718)","(29903,29903)",0.0241657,32,False,0,,False,inf,5.684207999999913,True,0.003476084908,37.13629200000001
node_1713018,AY.26,"(6310,13019)","(21536,24783)",0.0181818,12,False,0,,False,inf,3.7903750000003456,False,1.0,40.941040999999956
node_1714058,AY.26,"(13019,21618)","(29903,29903)",0.0013986,15,False,0,,False,inf,3.5310420000000953,True,0.001398601686,48.964291999999965
node_1715165,AY.26,"(22227,27638)","(29903,29903)",0.142857,7,False,0,,False,inf,3.0902080000001497,False,1.0,39.89408300000008
node_1720662,AY.75,"(3267,5184)","(29903,29903)",1.17849e-05,58,True,1,4581,True,0.0,11.141041999999324,True,1.1784949e-05,42.82637500000064
node_1723839,AY.75,"(27112,27874)","(29903,29903)",0.0384615,13,False,0,,False,inf,3.482333000000004,False,1.0,39.90604200000014
node_1723844,AY.75,"(22227,23575)","(28895,29738)",0.000916185,28,True,1,22902,True,0.0,10.911333000000134,True,0.000916185323,45.138874999999686
node_1723854,AY.75,"(22227,24319)","(29903,29903)",8.55652e-07,32,True,1,22852,True,0.0,9.303709000000104,True,3.56522e-07,42.568167000000216
node_1723921,AY.75,"(5184,5584)","(13019,19220)",0.00181789,20,False,0,,False,inf,5.142499999999828,True,0.001817893353,37.329083000000374
node_1725440,AY.67,"(10323,22227)","(29903,29903)",0.142857,7,False,0,,False,inf,3.5194170000005798,False,1.0,36.76237499999946
node_1726470,AY.13,"(19176,27638)","(29903,29903)",0.142857,7,False,0,,False,inf,2.3190419999998824,False,1.0,38.271667000000065
node_1728300,AY.8,"(2618,11455)","(29903,29903)",0.00499501,14,False,0,,False,inf,3.5713749999999322,True,0.004995005671,36.78637499999926
node_1738694,B.1.617.2,"(22458,23401)","(26526,27874)",0.00645161,31,True,1,22928,True,0.0,9.20141600000024,False,0.00645161327,43.95441600000005
node_1738985,B.1.617.2,"(6402,7124)","(28461,28916)",0.000395257,25,False,0,,False,inf,4.548917000000152,True,0.000395256997,47.41179200000012
node_1739382,B.1,"(16466,19220)","(29903,29903)",0.0238095,10,True,1,17097,True,0.0,7.309042000000154,False,1.0,39.32829100000035
node_1749755,B.1.429,"(28687,28881)","(29903,29903)",0.003663,15,False,0,,False,inf,3.2584580000003527,True,0.001998002175,42.933375000000495
node_1749916,B.1.429,"(21304,21600)","(26681,27890)",4.9603e-07,31,True,1,21450,True,0.0,8.61050000000052,True,4.9603e-07,411.68291700000026
node_1751399,B.1.429,"(28472,28723)","(29903,29903)",0.000182448,30,False,0,,False,inf,6.157957999999297,True,4.2103497e-05,41.30125000000007
node_175314,B.1.1.7,"(10870,21766)","(22987,24904)",0.013986,13,False,0,,False,inf,4.71679199999997,False,1.0,443.1701669999999
node_1757481,B.1.355,"(7831,25907)","(29903,29903)",0.0714286,8,False,0,,False,inf,2.575332999999347,False,1.0,34.98395800000065
node_1762549,B.1.526,"(21846,27925)","(28111,28869)",0.0181818,12,False,0,,False,inf,2.3358749999999873,False,1.0,36.29754200000068
node_1762552,B.1.526,"(11296,23664)","(24506,25517)",0.0384615,13,False,0,,False,inf,3.265166999999458,False,1.0,39.98679199999966
node_1763198,B.1.526,"(9867,11288)","(29903,29903)",8.55652e-07,32,True,1,10576,True,0.0,9.762375000000212,True,8.55652e-07,42.56404100000033
node_1763201,B.1.526,"(9867,11288)","(29903,29903)",2.51963e-10,51,True,1,10758,True,0.0,10.723750000000365,True,2.52e-10,38.202583000000345
node_1764695,B.1.526,"(27739,28869)","(29903,29903)",0.142857,7,False,0,,False,inf,2.760709000000361,False,1.0,39.06945800000017
node_1766128,B.1.526,"(27925,28311)","(29903,29903)",0.00136752,27,False,0,,False,inf,6.10316700000002,True,0.000284900336,39.42495899999976
node_1767209,B.1.526,"(23604,24914)","(25563,27739)",0.012987,22,False,0,,False,inf,4.768874999999895,False,1.0,35.74925000000029
node_1767287,B.1.526,"(21658,21707)","(29903,29903)",5.60865e-06,24,True,1,21681,True,0.0,9.685667000000286,True,4.807416e-06,37.09633300000004
node_1767455,B.1.526,"(21614,21658)","(29903,29903)",0.0666667,10,False,0,,False,inf,3.3835829999997458,False,1.0,35.652375000000625
node_1767568,B.1.526,"(8809,23709)","(24914,25968)",0.00225861,23,False,0,,False,inf,3.6170420000001258,True,0.002258611377,37.4994580000001
node_1771474,B.1.637,"(11804,12628)","(19983,20661)",0.0047619,36,False,0,,False,inf,5.521500000000401,True,0.004761904944,41.08325000000068
node_1772102,B.1,"(6101,9867)","(25563,28311)",0.00499501,14,False,0,,False,inf,5.155124999999927,True,0.004995005671,37.16379199999942
node_1773204,B.1,"(25936,26078)","(29903,29903)",0.0285714,15,True,1,26006,True,0.0,7.566541000000093,False,1.0,48.78220800000044
node_1775265,B.1.595.1,"(25121,27964)","(29903,29903)",0.0476191,9,False,0,,False,inf,3.1583749999999355,False,1.0,49.06433300000046
node_1777451,B.1.349,"(7399,10319)","(29903,29903)",0.00225861,23,True,1,9774,True,0.0,10.075583000000776,True,0.002258611144,40.93483299999967
node_1778306,B.1.361,"(26951,27964)","(29715,29779)",0.000227842,22,False,0,,False,inf,4.737000000000435,True,0.000227842349,38.591667000000385
node_1779877,B.1.340,"(2523,4197)","(29903,29903)",0.0476191,9,False,0,,False,inf,6.255375000000285,False,1.0,33.83841699999923
node_1788597,B.1.234,"(16466,17550)","(19220,20268)",0.0030303,45,False,0,,False,inf,5.843999999999738,True,0.003030302934,54.12145800000001
node_179571,B.1.1.7,"(25603,28095)","(29903,29903)",0.00879121,15,False,0,,False,inf,4.9304580000004705,True,0.00366300391,38.930625000000774
node_1797926,B.1,"(19390,23063)","(29903,29903)",0.0375874,17,True,1,21230,True,0.0,6.961250000000696,False,1.0,39.42912499999984
node_1800862,B,"(23604,24506)","(29903,29903)",0.0181818,12,True,1,24054,True,0.0,4.796250000000057,False,1.0,40.580958999999694
node_1819,B,"(23604,28095)","(29903,29903)",0.00466201,13,True,1,26480,True,0.0,4.389833000000287,True,0.004662005231,37.838958000000034
node_1822,B,"(15096,23063)","(29903,29903)",0.010989,14,False,0,,False,inf,2.723791999999392,False,1.0,34.93100000000027
node_183411,B.1.1.7,"(12226,21766)","(28095,28980)",0.142857,7,False,0,,False,inf,2.4770000000007286,False,1.0,40.001208999999704
node_185421,B.1.1.7,"(25703,28881)","(29903,29903)",0.010989,14,False,0,,False,inf,3.102667000000281,True,0.004995005671,42.17820799999927
node_195777,B.1.1.7,"(28095,28280)","(29903,29903)",0.000411353,17,False,0,,False,inf,4.778958000000166,True,0.000370218098,42.25966600000053
node_199942,B.1.1.7,"(15279,22812)","(23525,23709)",0.0285714,15,False,0,,False,inf,4.065167000000258,False,1.0,36.26916699999949
node_202206,B.1.1.7,"(829,13264)","(20132,28882)",0.114286,7,False,0,,False,inf,2.7503749999997495,False,1.0,36.888291999999545
